location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
Muscat,13.0,66,0.0,30.3,54
Islamabad,10.1,29,0.0,25.2,50
National,3.6,82,0.0,23.5,148
Panama City,19.1,89,0.34,25.2,17
Port Moresby,8.6,84,0.0,28.1,17
Aurora,7.6,42,0.0,19.1,79
Lima,9.0,83,0.0,17.8,16
Warsaw,10.1,93,0.0,5.2,58
Lisbon,22.3,100,0.05,13.4,39
Doha,21.6,40,0.0,29.0,69
Bucharest,14.8,81,0.0,5.1,24
Moscow,14.4,93,0.05,0.4,65
Kigali,7.2,73,0.58,21.2,128
Basseterre,6.8,69,0.0,27.6,46
Castries,7.2,81,0.0,25.9,14
Kingstown,16.9,74,0.01,27.9,1
Apia,26.6,94,0.69,24.2,39
San Marino,17.6,71,0.0,8.4,29
'S Gravenjansdijk,3.6,100,0.0,9.2,25
Riyadh,14.0,22,0.0,25.1,50
Dakar,21.6,83,0.0,25.0,49
Belgrade,12.2,81,0.0,3.3,25
Victoria,5.4,75,0.0,29.2,1
Freetown,4.7,78,0.0,27.5,11
Singapore,5.8,66,1.28,30.1,1
Bratislava,17.6,87,0.0,7.2,25
Ljubljana,3.6,68,0.0,4.0,20
Honiara,9.4,94,0.09,26.3,2
Mogadishu,24.1,70,0.0,30.1,1
Pretoria,13.0,40,0.0,24.0,137
Seoul,6.5,49,0.0,20.2,31
Juba,27.7,22,0.0,28.7,88
Madrid,13.7,82,0.0,13.1,30
Khartoum,20.5,35,0.0,32.0,61
Paramaribo,10.1,94,0.47,25.1,89
Stockholm,10.1,81,0.0,6.3,41
Bern,4.3,87,0.0,2.2,23
Damascus,8.3,45,0.0,18.0,31
Dushanbe,3.6,66,0.0,11.3,49
Dodoma,19.8,34,0.0,30.3,58
Bangkok,14.4,66,0.0,31.3,6
Dili,10.4,79,2.16,27.6,56
Ban Lom,3.6,57,0.0,30.6,23
Nuku`Aloia,31.3,89,0.02,23.3,115
Port Of Spain,9.7,89,0.29,26.3,48
Tunis,14.4,100,0.14,17.3,30
Ankara,16.6,82,0.0,11.1,35
Ashgabat,13.0,62,0.0,10.2,37
Kampala,10.8,89,0.62,23.3,63
Kyiv,14.4,96,0.07,1.3,44
Abu Dhabi,20.5,55,0.0,30.0,56
London,5.0,76,0.0,8.0,26
Montevideo,20.5,77,0.0,16.0,24
Tashkent,6.5,57,0.0,9.2,57
Port Vila,14.0,89,1.88,25.2,99
Caracas,3.6,96,0.0,18.0,49
Hanoi,4.0,63,0.0,31.2,47
Sanaa,6.5,20,0.0,19.3,217
Lusaka,18.7,64,0.06,22.4,127
Harare,10.4,51,0.0,22.6,182
Kabul,3.6,39,0.0,12.2,75
Tirana,6.8,50,0.0,11.3,29
Algiers,7.6,45,0.0,20.4,36
Andorra La Vella,3.6,67,0.0,2.9,40
Luanda,3.6,77,0.0,26.2,42
Saint John's,13.7,94,0.0,24.3,49
Buenos Aires,13.0,69,0.0,22.1,40
Yerevan,6.5,54,0.0,11.4,34
Canberra,23.4,57,0.0,23.0,25
Vienna,6.8,75,0.0,5.2,26
Baku,26.3,63,0.0,15.2,33
Nassau,27.7,61,0.0,23.2,64
Manama,16.6,48,0.0,27.2,33
Dhaka,11.9,34,0.0,29.9,43
Bridgetown,21.2,79,0.22,28.2,9
Minsk,22.3,93,0.0,4.1,46
Brussels,12.6,81,0.0,6.2,23
Belmopan,5.4,100,0.84,21.8,60
Sarajevo,4.0,93,0.0,4.2,24
Gaborone,11.9,35,0.0,28.4,121
Bras,3.6,97,1.19,23.1,157
Sofia,4.0,75,0.0,3.1,22
Ouagadougou,20.2,39,0.0,27.3,55
Bujumbura,7.6,73,0.79,24.3,47
Ivory,16.9,22,0.0,34.1,70
Praia,18.7,73,0.0,23.3,77
Phnom Penh,7.6,56,0.0,34.3,2
Ngaoundere,12.2,21,0.0,24.9,115
Ottawa,13.0,56,0.0,4.2,14
Bangui,6.5,79,0.0,24.8,6
N'djamena,22.0,23,0.0,26.3,43
Santiago,3.6,77,0.0,14.3,2
Beijing,18.0,19,0.0,12.4,54
Bogot,8.3,72,0.0,3.4,30
Moroni,6.8,72,0.95,25.3,15
Brazzaville,3.6,82,0.0,25.0,25
San Ignacio,4.0,99,0.02,15.0,53
Zagreb,3.6,87,0.0,4.4,25
Havana,15.5,85,0.0,24.5,62
Nicosia,5.0,57,0.01,22.3,53
Prague,6.5,75,0.0,6.3,26
Kinshasa,3.6,82,0.0,24.8,26
Copenhagen,29.5,87,0.08,10.1,11
Roseau,13.0,77,0.0,27.1,26
Santo Domingo,4.7,100,0.0,23.1,99
Cairo,11.5,69,0.0,22.2,61
San Salvador,3.6,95,0.01,20.0,49
Malabo,6.8,79,0.0,26.5,4
Asmara,7.2,45,0.0,21.1,163
Tallinn,42.1,81,0.13,9.2,30
Mbabane,3.6,34,0.0,28.5,104
Addis Ababa,7.6,30,0.0,19.3,127
Suva,14.4,89,0.46,25.1,82
Helsinki,33.1,81,0.15,9.4,40
Paris,3.6,76,0.0,8.3,32
Libreville,5.8,94,0.0,26.4,4
Banjul,17.3,73,0.0,23.1,116
Tbilisi,8.3,44,0.0,15.3,42
Berlin,12.6,76,0.0,7.1,46
Accra,8.3,84,0.0,28.3,2
Athens,23.0,72,0.0,14.3,29
Saint George's,18.4,84,0.04,28.2,9
Guatemala City,5.8,83,0.0,18.1,12
Conakry,5.8,94,0.0,26.4,24
Bissau,13.0,94,0.0,24.3,112
Georgetown,10.8,100,0.05,24.2,62
Port-Au-Prince,3.6,96,0.0,23.8,29
Vatican City,7.6,76,0.0,7.0,41
Tegucigalpa,6.1,94,0.23,19.3,27
Budapest,5.4,76,0.0,4.2,32
New Delhi,12.2,35,0.0,28.2,77
Jakarta,14.8,75,0.44,30.1,1
Tehran,8.3,55,0.0,14.1,49
Baghdad,8.6,36,0.0,24.4,52
Dublin,8.3,93,0.15,8.3,2
Jerusalem,10.1,59,0.0,17.2,40
Rome,7.6,76,0.0,7.0,41
Port Royal,4.7,97,0.0,24.2,6
Tokyo,15.8,57,0.0,18.5,41
Amman,18.0,60,0.0,18.2,44
Astana,15.8,79,0.0,-4.9,39
Nairobi,10.1,94,1.46,16.4,241
Kuwait City,4.0,33,0.0,23.8,53
Bishkek,4.0,47,0.0,8.2,49
Laos,4.7,65,1.4,30.1,28
Riga,23.8,87,0.11,10.4,46
Beirut,11.9,61,0.0,23.3,56
Maseru,15.8,35,0.0,25.4,118
Monrovia,4.3,89,0.03,27.3,2
Nan,3.6,49,0.0,33.2,17
Vaduz,10.1,100,0.0,2.0,39
Vilnius,21.6,93,0.0,6.1,51
Luxembourg,3.6,81,0.0,4.1,24
Antananarivo,12.2,33,0.0,29.4,98
Lilongwe,15.1,49,0.03,26.9,150
Kuala Lumpur,4.0,84,1.8,28.3,4
Bamako,7.2,36,0.0,26.6,81
Valletta,13.7,60,0.0,19.0,31
Nouakchott,18.4,63,0.0,21.3,81
Port Louis,23.8,62,0.0,28.3,100
Mexico City,3.6,62,0.0,13.4,5
Palikir,10.4,79,0.01,29.1,1
Chi Chi Khvar,27.7,38,0.0,8.8,37
Monaco,6.1,54,0.0,11.0,33
Ulaanbaatar,4.7,47,0.0,-12.2,13
Podgorica,9.4,35,0.0,12.1,28
Rabat,9.0,78,0.0,19.3,81
Maputo,13.3,58,0.0,28.1,62
Windhoek,10.4,33,0.0,28.4,170
Yaren,24.1,87,0.0,11.1,21
Kathmandu,5.0,53,0.0,22.2,94
Amsterdam,15.5,87,0.0,9.2,33
Managua,8.3,95,0.39,23.2,139
Niamey,22.3,15,0.0,28.0,54
Abuja,11.2,31,0.0,30.3,11
Pyongyang,16.6,91,0.0,13.6,32
Skopje,5.0,65,0.0,6.4,25
Oslo,16.6,61,0.01,6.0,20
Muscat,9.4,66,0.0,29.3,54
Islamabad,9.7,37,0.0,23.1,50
National,3.6,98,0.0,21.8,148
Panama City,15.1,90,0.01,23.9,17
Port Moresby,12.2,70,0.0,30.1,17
Aurora,9.4,33,0.0,23.6,79
Lima,10.4,84,0.0,17.8,16
Warsaw,18.0,100,0.0,7.2,58
Lisbon,22.0,94,0.0,14.1,39
Doha,18.4,40,0.0,29.2,69
Bucharest,11.2,65,0.0,6.0,24
Moscow,18.4,100,0.0,2.4,65
Kigali,3.6,83,0.5,20.4,128
Basseterre,14.4,89,0.02,25.2,46
Castries,10.8,78,0.07,27.1,14
Kingstown,23.4,76,0.03,28.3,1
Apia,30.2,89,0.39,25.4,39
San Marino,9.4,66,0.0,9.2,29
'S Gravenjansdijk,14.4,76,0.0,8.4,25
Riyadh,22.0,21,0.0,27.1,50
Dakar,20.9,73,0.0,25.0,49
Belgrade,5.0,93,0.0,4.2,25
Victoria,10.1,70,0.03,30.1,1
Freetown,3.6,83,0.0,26.4,11
Singapore,3.6,94,0.7,26.1,1
Bratislava,9.4,100,0.0,2.1,25
Ljubljana,3.6,93,0.0,1.2,20
Honiara,12.2,84,0.15,29.3,2
Mogadishu,17.6,70,0.0,30.1,1
Pretoria,12.2,41,0.0,25.0,137
Seoul,11.2,100,0.07,16.4,31
Juba,33.1,21,0.0,27.2,88
Madrid,11.2,76,0.0,11.2,30
Khartoum,24.8,33,0.0,30.5,61
Paramaribo,10.8,95,0.01,24.3,89
Stockholm,28.4,82,0.19,11.1,41
Bern,4.0,100,0.0,0.1,23
Damascus,5.0,37,0.0,19.1,31
Dushanbe,3.6,48,0.0,16.1,49
Dodoma,19.4,54,0.0,26.0,58
Bangkok,14.4,47,0.0,35.1,6
Dili,11.2,71,0.35,28.9,56
Ban Lom,3.6,49,0.01,30.9,23
Nuku`Aloia,29.9,100,0.02,23.2,115
Port Of Spain,9.7,89,0.02,27.0,48
Tunis,4.3,68,0.0,18.2,30
Ankara,12.2,94,0.0,10.2,35
Ashgabat,10.1,39,0.0,17.4,37
Kampala,6.5,89,1.3,20.8,63
Kyiv,16.2,78,0.0,3.6,44
Abu Dhabi,25.6,46,0.0,30.3,56
London,7.9,87,0.0,7.1,26
Montevideo,20.5,88,0.0,19.2,24
Tashkent,5.0,28,0.0,14.0,57
Port Vila,17.6,94,0.0,26.3,99
Caracas,3.6,95,0.0,17.3,49
Hanoi,4.7,56,0.01,32.0,47
Sanaa,4.7,21,0.0,18.7,217
Lusaka,15.1,47,0.0,26.5,127
Harare,6.1,44,0.0,25.3,182
Kabul,5.8,39,0.0,11.6,75
Tirana,3.6,62,0.0,11.0,29
Algiers,6.8,64,0.0,20.0,36
Andorra La Vella,8.3,67,0.0,4.1,40
Luanda,9.0,94,0.0,25.2,42
Saint John's,7.6,94,0.11,24.0,49
Buenos Aires,26.3,77,0.28,15.1,40
Yerevan,4.3,47,0.0,11.3,34
Canberra,16.6,94,0.0,19.2,25
Vienna,5.0,67,0.0,4.9,26
Baku,42.5,71,0.44,10.2,33
Nassau,20.9,61,0.0,24.2,64
Manama,13.3,48,0.0,25.6,33
Dhaka,10.1,35,0.0,29.5,43
Bridgetown,18.0,89,0.89,26.4,9
Minsk,26.3,75,0.0,4.4,46
Brussels,14.0,93,0.12,8.2,23
Belmopan,4.7,100,2.9,22.8,60
Sarajevo,5.4,48,0.0,7.7,24
Gaborone,9.4,27,0.0,31.0,121
Bras,3.6,97,0.0,23.0,157
Sofia,3.6,63,0.0,4.4,22
Ouagadougou,18.0,23,0.0,27.1,55
Bujumbura,3.6,74,0.93,24.2,47
Ivory,10.1,26,0.0,36.0,70
Praia,18.0,72,0.0,23.8,77
Phnom Penh,12.6,56,0.0,33.4,2
Ngaoundere,8.3,32,0.0,26.2,115
Ottawa,9.0,64,0.0,0.1,14
Bangui,8.3,71,0.0,27.0,6
N'djamena,22.7,28,0.0,25.3,43
Santiago,3.6,67,0.0,13.4,2
Beijing,13.0,13,0.0,10.0,54
Bogot,3.6,64,0.0,5.1,30
Moroni,10.1,76,0.94,25.8,15
Brazzaville,5.4,74,0.01,27.1,25
San Ignacio,3.6,100,0.01,18.1,53
Zagreb,4.3,93,0.0,1.3,25
Havana,20.9,77,0.0,23.5,62
Nicosia,15.1,83,0.24,19.2,53
Prague,22.0,70,0.0,5.4,26
Kinshasa,5.4,74,0.01,27.1,26
Copenhagen,33.8,81,0.01,7.3,11
Roseau,12.6,80,0.0,27.0,26
Santo Domingo,12.2,100,0.0,24.2,99
Cairo,10.4,36,0.0,24.0,61
San Salvador,3.6,98,0.38,19.6,49
Malabo,5.8,77,0.0,26.8,4
Asmara,6.8,33,0.0,21.9,163
Tallinn,37.8,75,0.32,6.1,30
Mbabane,7.9,44,0.0,25.8,104
Addis Ababa,6.8,31,0.0,17.3,127
Suva,11.2,89,0.01,25.4,82
Helsinki,34.6,70,0.17,5.0,40
Paris,13.7,100,0.4,7.1,32
Libreville,8.6,84,0.12,28.3,4
Banjul,18.7,65,0.0,24.2,116
Tbilisi,18.4,47,0.0,12.1,42
Berlin,20.2,93,0.16,6.4,46
Accra,10.4,79,0.01,29.3,2
Athens,13.7,67,0.0,12.1,29
Saint George's,13.3,94,0.28,26.3,9
Guatemala City,4.7,94,0.0,18.1,12
Conakry,14.0,94,0.0,27.2,24
Bissau,14.0,89,0.0,23.1,112
Georgetown,12.2,94,0.0,25.1,62
Port-Au-Prince,3.6,94,0.0,22.2,29
Vatican City,5.0,76,0.0,9.2,41
Tegucigalpa,5.8,99,1.87,17.2,27
Budapest,5.4,100,0.0,0.2,32
New Delhi,10.1,18,0.0,30.6,77
Jakarta,16.9,59,0.05,33.0,1
Tehran,13.7,27,0.0,16.2,49
Baghdad,10.8,47,0.0,23.3,52
Dublin,11.9,91,0.0,3.0,2
Jerusalem,3.6,46,0.0,17.1,40
Rome,5.0,76,0.0,9.2,41
Port Royal,6.1,84,0.0,27.3,6
Tokyo,7.9,61,0.0,21.3,41
Amman,5.8,32,0.0,20.1,44
Astana,14.8,93,0.0,-4.8,39
Nairobi,19.8,61,0.0,22.3,241
Kuwait City,16.9,44,0.0,25.4,53
Bishkek,5.0,40,0.0,10.8,49
Laos,8.6,58,0.17,31.2,28
Riga,25.2,81,0.0,7.3,46
Beirut,13.7,65,0.0,22.0,56
Maseru,15.8,39,0.0,25.3,118
Monrovia,3.6,94,0.0,25.2,2
Nan,6.1,59,0.02,32.2,17
Vaduz,6.8,93,0.0,3.2,39
Vilnius,22.3,100,0.01,3.2,51
Luxembourg,18.7,93,0.49,3.3,24
Antananarivo,10.1,37,0.0,28.2,98
Lilongwe,18.0,45,0.0,28.3,150
Kuala Lumpur,4.3,94,1.39,26.2,4
Bamako,6.8,45,0.0,27.2,81
Valletta,7.2,64,0.0,20.1,31
Nouakchott,20.5,56,0.0,22.7,81
Port Louis,26.6,58,0.0,28.0,100
Mexico City,4.3,77,0.0,14.3,5
Palikir,14.0,84,0.0,28.1,1
Chi Chi Khvar,24.5,45,0.0,9.8,37
Monaco,4.7,58,0.0,11.1,33
Ulaanbaatar,10.4,52,0.0,-9.6,13
Podgorica,3.6,71,0.0,8.2,28
Rabat,5.4,69,0.0,19.5,81
Maputo,9.4,66,0.0,28.2,62
Windhoek,7.2,14,0.0,29.1,170
Yaren,11.2,87,0.0,11.2,21
Kathmandu,4.0,43,0.02,22.2,94
Amsterdam,24.5,71,0.08,8.1,33
Managua,5.8,96,1.94,23.4,139
Niamey,20.5,21,0.0,25.3,54
Abuja,8.6,45,0.0,27.1,11
Pyongyang,20.5,32,0.0,5.9,32
Skopje,3.6,56,0.0,6.0,25
Oslo,5.4,69,0.03,0.2,20
Muscat,9.0,49,0.0,30.3,54
Islamabad,9.4,25,0.0,24.0,50
National,3.6,98,0.05,22.2,148
Panama City,11.2,91,0.0,23.6,17
Port Moresby,19.8,82,0.0,27.7,17
Aurora,16.6,48,0.0,30.3,79
Lima,8.3,86,0.0,18.0,16
Warsaw,20.9,75,0.0,6.3,58
Lisbon,11.9,88,0.0,14.3,39
Doha,14.4,21,0.0,32.4,69
Bucharest,9.7,81,0.0,5.3,24
Moscow,24.5,93,0.0,5.3,65
Kigali,4.7,78,0.59,21.3,128
Basseterre,3.6,89,0.04,25.2,46
Castries,12.2,89,0.98,26.3,14
Kingstown,19.1,79,0.01,28.0,1
Apia,29.2,84,0.36,26.0,39
San Marino,3.6,76,0.0,11.0,29
'S Gravenjansdijk,18.7,87,0.2,8.3,25
Riyadh,10.1,23,0.0,28.2,50
Dakar,23.0,70,0.0,26.3,49
Belgrade,5.8,87,0.0,2.2,25
Victoria,19.1,76,0.02,27.5,1
Freetown,6.5,81,0.0,27.1,11
Singapore,5.4,84,1.2,27.1,1
Bratislava,6.8,100,0.0,1.2,25
Ljubljana,3.6,77,0.0,4.5,20
Honiara,10.8,79,0.18,28.3,2
Mogadishu,12.6,79,0.08,29.3,1
Pretoria,5.8,39,0.0,26.2,137
Seoul,22.3,29,0.0,8.1,31
Juba,32.4,22,0.0,26.8,88
Madrid,4.3,82,0.0,10.0,30
Khartoum,27.0,36,0.0,29.3,61
Paramaribo,9.7,95,0.0,24.4,89
Stockholm,22.0,70,0.0,6.4,41
Bern,5.4,100,0.0,4.3,23
Damascus,4.0,52,0.0,18.3,31
Dushanbe,3.6,34,0.0,17.3,49
Dodoma,16.2,51,0.0,27.2,58
Bangkok,3.6,70,0.07,30.1,6
Dili,10.4,74,0.09,28.3,56
Ban Lom,7.2,60,0.05,28.5,23
Nuku`Aloia,32.8,94,0.01,24.3,115
Port Of Spain,9.4,94,0.0,25.1,48
Tunis,7.6,77,0.0,16.0,30
Ankara,7.9,76,0.0,9.3,35
Ashgabat,7.2,27,0.0,17.6,37
Kampala,3.6,83,0.0,20.7,63
Kyiv,16.2,55,0.0,7.7,44
Abu Dhabi,27.4,52,0.0,31.1,56
London,12.6,87,0.0,7.3,26
Montevideo,24.8,97,0.82,19.5,24
Tashkent,3.6,17,0.0,14.6,57
Port Vila,20.2,89,0.98,25.0,99
Caracas,3.6,91,0.0,17.3,49
Hanoi,3.6,49,0.0,32.2,47
Sanaa,3.6,21,0.0,18.5,217
Lusaka,14.4,37,0.0,28.9,127
Harare,9.4,37,0.0,27.2,182
Kabul,3.6,27,0.0,13.2,75
Tirana,3.6,62,0.0,13.2,29
Algiers,3.6,53,0.0,20.0,36
Andorra La Vella,6.8,87,0.0,5.0,40
Luanda,3.6,70,0.0,28.1,42
Saint John's,7.6,94,0.45,25.1,49
Buenos Aires,13.7,88,0.0,12.4,40
Yerevan,4.0,71,0.0,9.3,34
Canberra,8.3,48,0.0,13.4,25
Vienna,21.2,66,0.0,8.1,26
Baku,18.0,94,0.0,10.2,33
Nassau,21.2,61,0.0,23.4,64
Manama,12.2,46,0.0,26.3,33
Dhaka,5.8,30,0.0,29.7,43
Bridgetown,21.2,79,1.35,28.1,9
Minsk,23.8,87,0.04,4.3,46
Brussels,11.9,100,0.0,6.1,23
Belmopan,3.6,98,0.0,21.3,60
Sarajevo,4.0,100,0.03,5.0,24
Gaborone,17.3,31,0.0,30.3,121
Bras,3.6,65,0.0,26.3,157
Sofia,6.5,53,0.0,6.5,22
Ouagadougou,17.6,26,0.0,26.3,55
Bujumbura,3.6,70,0.68,26.2,47
Ivory,21.2,28,0.0,35.5,70
Praia,8.3,78,0.0,24.0,77
Phnom Penh,16.9,59,0.0,32.1,2
Ngaoundere,10.8,41,0.0,25.3,115
Ottawa,5.4,95,0.0,1.0,14
Bangui,3.6,65,0.0,28.7,6
N'djamena,24.8,24,0.0,26.4,43
Santiago,3.6,62,0.0,12.2,2
Beijing,7.6,49,0.0,7.2,54
Bogot,9.0,50,0.0,8.0,30
Moroni,10.4,75,0.03,27.6,15
Brazzaville,4.3,88,0.02,24.2,25
San Ignacio,3.6,99,0.01,14.2,53
Zagreb,7.6,71,0.0,6.7,25
Havana,22.0,78,0.0,21.3,62
Nicosia,4.0,68,0.01,18.1,53
Prague,25.2,81,0.0,5.0,26
Kinshasa,4.3,89,0.06,23.8,26
Copenhagen,34.6,81,0.04,5.2,11
Roseau,15.5,76,0.0,27.0,26
Santo Domingo,11.2,100,0.0,22.2,99
Cairo,14.8,53,0.0,21.3,61
San Salvador,3.6,98,0.01,19.5,49
Malabo,3.6,73,0.0,26.9,4
Asmara,4.7,33,0.0,23.3,163
Tallinn,17.3,87,0.0,2.1,30
Mbabane,8.6,70,0.0,28.3,104
Addis Ababa,9.0,34,0.0,18.3,127
Suva,9.4,100,0.0,25.1,82
Helsinki,13.7,86,0.0,1.3,40
Paris,7.9,100,0.0,9.1,32
Libreville,12.2,89,0.15,27.1,4
Banjul,21.6,78,0.0,23.1,116
Tbilisi,6.1,62,0.0,9.1,42
Berlin,25.6,75,0.0,5.3,46
Accra,11.9,84,0.02,28.1,2
Athens,3.6,59,0.0,17.2,29
Saint George's,17.3,89,2.58,25.0,9
Guatemala City,3.6,99,0.05,16.6,12
Conakry,10.1,94,0.0,26.0,24
Bissau,14.4,83,0.0,24.3,112
Georgetown,13.0,100,0.15,25.4,62
Port-Au-Prince,6.1,96,0.0,19.4,29
Vatican City,13.3,72,0.06,17.1,41
Tegucigalpa,5.8,99,0.01,16.0,27
Budapest,18.4,59,0.0,7.5,32
New Delhi,7.6,17,0.0,29.5,77
Jakarta,14.0,75,0.14,30.2,1
Tehran,7.2,41,0.0,15.1,49
Baghdad,4.3,32,0.0,27.3,52
Dublin,15.8,100,2.93,3.2,2
Jerusalem,28.8,60,0.01,15.8,40
Rome,13.3,72,0.06,17.1,41
Port Royal,6.1,84,0.0,26.2,6
Tokyo,19.1,71,0.08,11.8,41
Amman,28.8,59,0.0,16.3,44
Astana,11.5,86,0.0,-5.0,39
Nairobi,16.2,53,0.0,23.4,241
Kuwait City,9.0,56,0.0,25.2,53
Bishkek,6.8,32,0.0,13.8,49
Laos,8.3,57,0.11,31.3,28
Riga,14.0,93,0.08,4.1,46
Beirut,28.4,73,0.48,20.2,56
Maseru,14.0,29,0.0,27.2,118
Monrovia,4.3,85,0.01,25.5,2
Nan,4.0,46,0.0,31.5,17
Vaduz,3.6,100,0.7,1.1,39
Vilnius,25.6,87,0.13,4.2,51
Luxembourg,9.7,93,0.0,1.0,24
Antananarivo,13.0,42,0.0,28.1,98
Lilongwe,14.8,51,0.0,27.1,150
Kuala Lumpur,6.5,84,1.59,28.2,4
Bamako,6.8,32,0.0,26.1,81
Valletta,31.3,78,0.0,22.1,31
Nouakchott,17.6,67,0.0,23.4,81
Port Louis,25.6,58,0.0,28.3,100
Mexico City,6.1,55,0.0,14.2,5
Palikir,18.0,89,0.0,28.2,1
Chi Chi Khvar,21.6,41,0.0,9.7,37
Monaco,6.1,62,0.0,13.3,33
Ulaanbaatar,4.3,62,0.0,-9.9,13
Podgorica,3.6,76,0.0,10.0,28
Rabat,11.5,100,0.0,17.4,81
Maputo,10.8,52,0.0,30.3,62
Windhoek,22.0,23,0.0,28.3,170
Yaren,4.3,100,0.0,11.1,21
Kathmandu,5.8,38,0.0,22.1,94
Amsterdam,18.7,87,0.0,6.3,33
Managua,3.6,100,0.27,24.4,139
Niamey,23.4,24,0.0,25.1,54
Abuja,3.6,54,0.0,25.0,11
Pyongyang,13.3,24,0.0,2.7,32
Skopje,3.6,55,0.0,8.3,25
Oslo,4.7,87,0.0,2.0,20
Muscat,8.3,62,0.0,29.3,54
Islamabad,8.6,20,0.0,24.1,50
National,3.6,98,0.0,22.0,148
Panama City,10.4,94,0.06,25.3,17
Port Moresby,18.7,84,0.21,29.1,17
Aurora,12.2,96,0.01,23.0,79
Lima,15.1,86,0.0,18.1,16
Warsaw,21.6,75,0.03,5.0,58
Lisbon,4.3,100,0.0,14.1,39
Doha,9.0,48,0.0,29.3,69
Bucharest,16.9,60,0.0,6.3,24
Moscow,19.1,87,0.01,4.1,65
Kigali,5.4,78,0.27,23.3,128
Basseterre,10.4,94,0.05,25.2,46
Castries,20.2,89,0.09,26.0,14
Kingstown,29.2,77,1.12,27.2,1
Apia,29.5,82,0.03,27.5,39
San Marino,10.4,82,0.01,12.1,29
'S Gravenjansdijk,11.5,100,0.0,5.1,25
Riyadh,11.9,20,0.0,29.3,50
Dakar,24.1,74,0.0,27.3,49
Belgrade,5.0,65,0.01,6.1,25
Victoria,23.8,75,0.04,29.1,1
Freetown,4.0,82,0.0,26.4,11
Singapore,13.3,79,1.4,28.2,1
Bratislava,25.2,87,0.0,5.2,25
Ljubljana,3.6,79,0.0,5.2,20
Honiara,4.3,84,0.04,28.3,2
Mogadishu,22.3,70,0.0,30.4,1
Pretoria,13.0,36,0.0,26.6,137
Seoul,6.5,26,0.0,5.2,31
Juba,34.6,20,0.0,26.1,88
Madrid,3.6,87,0.0,11.4,30
Khartoum,27.4,31,0.0,28.6,61
Paramaribo,14.4,94,0.01,24.1,89
Stockholm,10.8,65,0.0,3.3,41
Bern,3.6,100,0.0,6.2,23
Damascus,25.2,60,0.01,18.3,31
Dushanbe,3.6,37,0.0,18.2,49
Dodoma,12.2,61,0.0,26.3,58
Bangkok,13.0,49,0.0,32.4,6
Dili,9.0,76,0.71,28.3,56
Ban Lom,9.0,70,0.23,26.9,23
Nuku`Aloia,29.5,94,0.04,25.3,115
Port Of Spain,11.9,89,0.0,25.3,48
Tunis,13.0,60,0.0,19.2,30
Ankara,3.6,71,0.01,11.4,35
Ashgabat,7.2,71,0.0,11.2,37
Kampala,7.6,83,0.0,24.4,63
Kyiv,13.3,61,0.0,5.0,44
Abu Dhabi,11.5,49,0.0,30.2,56
London,16.9,93,2.84,7.4,26
Montevideo,27.4,94,0.05,18.4,24
Tashkent,4.0,42,0.0,17.4,57
Port Vila,20.5,89,0.0,25.2,99
Caracas,3.6,92,0.0,16.5,49
Hanoi,6.1,66,0.59,27.3,47
Sanaa,3.6,26,0.0,19.0,217
Lusaka,12.2,37,0.0,29.4,127
Harare,12.6,43,0.0,26.7,182
Kabul,3.6,18,0.0,14.1,75
Tirana,6.1,55,0.0,15.1,29
Algiers,4.3,88,0.0,17.1,36
Andorra La Vella,6.1,71,0.0,3.5,40
Luanda,8.6,79,0.0,28.0,42
Saint John's,13.3,94,0.03,24.3,49
Buenos Aires,9.7,82,0.0,15.2,40
Yerevan,7.2,76,0.0,11.0,34
Canberra,18.4,77,0.0,15.2,25
Vienna,11.2,87,0.0,4.0,26
Baku,4.7,72,0.0,15.0,33
Nassau,14.4,62,0.0,24.0,64
Manama,16.6,40,0.0,29.0,33
Dhaka,6.5,32,0.0,29.5,43
Bridgetown,12.2,79,2.1,28.0,9
Minsk,21.2,93,0.01,3.1,46
Brussels,33.5,94,1.07,11.3,23
Belmopan,3.6,95,0.0,22.8,60
Sarajevo,6.5,74,0.0,9.3,24
Gaborone,15.5,26,0.0,32.2,121
Bras,5.8,75,0.47,25.0,157
Sofia,3.6,87,0.0,3.2,22
Ouagadougou,20.5,28,0.0,26.4,55
Bujumbura,3.6,79,0.06,25.2,47
Ivory,13.3,27,0.0,33.0,70
Praia,16.6,83,0.0,24.1,77
Phnom Penh,17.6,53,0.0,33.4,2
Ngaoundere,13.7,27,0.0,24.6,115
Ottawa,9.7,93,0.0,5.3,14
Bangui,3.6,71,0.0,27.6,6
N'djamena,22.3,23,0.0,27.4,43
Santiago,3.6,76,0.0,11.2,2
Beijing,5.8,46,0.0,9.1,54
Bogot,3.6,55,0.0,8.1,30
Moroni,6.8,74,1.86,27.4,15
Brazzaville,3.6,74,0.0,27.1,25
San Ignacio,3.6,97,0.01,15.3,53
Zagreb,3.6,93,3.16,6.9,25
Havana,22.7,83,0.0,19.4,62
Nicosia,8.3,53,0.0,20.0,53
Prague,24.8,87,0.0,5.0,26
Kinshasa,3.6,74,0.0,27.1,26
Copenhagen,8.6,93,0.0,2.2,11
Roseau,11.5,77,0.0,26.8,26
Santo Domingo,11.5,100,0.0,20.0,99
Cairo,13.3,46,0.0,21.1,61
San Salvador,3.6,98,0.17,20.3,49
