location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
Malabo,3.6,75,0.06,26.8,4
Asmara,10.4,55,0.0,20.0,163
Tallinn,7.6,93,0.1,1.4,30
Mbabane,7.9,65,0.0,25.1,104
Addis Ababa,9.4,53,0.01,20.1,127
Suva,10.4,89,0.11,26.0,82
Helsinki,5.0,93,0.0,-1.8,40
Paris,29.2,88,0.14,12.1,32
Libreville,9.0,89,0.76,26.2,4
Banjul,18.4,94,0.0,22.1,116
Tbilisi,9.0,44,0.0,14.3,42
Berlin,19.8,93,3.36,2.0,46
Accra,6.1,84,0.05,28.1,2
Athens,3.6,52,0.0,17.4,29
Saint George's,10.1,94,0.4,25.2,9
Guatemala City,4.7,94,0.01,18.2,12
Conakry,3.6,94,0.03,27.3,24
Bissau,7.9,94,0.0,25.3,112
Georgetown,8.3,100,0.51,24.1,62
Port-Au-Prince,5.4,91,0.0,16.9,29
Vatican City,7.6,77,0.08,17.3,41
Tegucigalpa,5.4,100,0.01,19.3,27
Budapest,7.9,100,0.05,3.0,32
New Delhi,8.6,41,0.0,24.1,77
Jakarta,17.3,63,0.36,31.3,1
Tehran,9.7,59,0.05,15.2,49
Baghdad,14.4,41,0.0,25.4,52
Dublin,24.1,81,0.09,4.2,2
Jerusalem,18.0,64,0.03,15.6,40
Rome,7.6,77,0.08,17.3,41
Port Royal,5.8,74,0.0,26.2,6
Tokyo,17.3,36,0.0,12.1,41
Amman,20.5,63,0.0,16.2,44
Astana,7.9,79,0.0,-5.8,39
Nairobi,15.8,53,0.05,23.2,241
Kuwait City,17.3,41,0.0,25.2,53
Bishkek,4.3,38,0.0,11.6,49
Laos,5.4,74,1.27,29.0,28
Riga,13.0,93,0.0,2.3,46
Beirut,21.2,77,0.27,18.3,56
Maseru,13.3,29,0.0,27.6,118
Monrovia,9.7,84,0.0,27.2,2
Nan,3.6,49,0.01,31.2,17
Vaduz,6.8,82,0.11,2.6,39
Vilnius,19.4,87,0.0,2.3,51
Luxembourg,39.2,93,0.71,9.2,24
Antananarivo,12.6,37,0.0,28.3,98
Lilongwe,14.0,40,0.0,29.7,150
Kuala Lumpur,3.6,100,0.9,25.4,4
Bamako,6.1,24,0.0,22.4,81
Valletta,23.8,69,0.0,22.0,31
Nouakchott,24.5,58,0.0,24.1,81
Port Louis,25.2,74,0.02,27.1,100
Mexico City,4.0,72,0.0,15.2,5
Palikir,24.1,89,0.12,28.1,1
Chi Chi Khvar,17.3,39,0.0,11.6,37
Monaco,5.0,62,0.0,12.2,33
Ulaanbaatar,3.6,47,0.0,-8.6,13
Podgorica,3.6,82,0.0,10.3,28
Rabat,26.3,88,0.83,19.3,81
Maputo,3.6,59,0.0,30.3,62
Windhoek,21.6,27,0.0,30.1,170
Yaren,4.7,65,0.0,14.4,21
Kathmandu,5.4,58,0.02,18.2,94
Amsterdam,21.2,100,0.4,3.3,33
Managua,5.4,95,0.18,22.7,139
Niamey,28.4,24,0.0,25.0,54
Abuja,7.2,26,0.0,27.5,11
Pyongyang,4.0,36,0.0,4.0,32
Skopje,3.6,75,0.0,5.3,25
Oslo,4.3,80,0.01,0.3,20
Muscat,13.3,38,0.0,30.1,54
Islamabad,9.4,17,0.0,23.7,50
National,3.6,88,0.0,22.8,148
Panama City,5.4,94,0.11,25.2,17
Port Moresby,14.8,79,2.22,28.3,17
Aurora,8.6,97,0.03,17.9,79
Lima,7.6,85,0.0,18.1,16
Warsaw,15.1,81,0.0,3.2,58
Lisbon,3.6,100,0.0,13.0,39
Doha,11.5,49,0.0,30.4,69
Bucharest,7.2,93,0.0,1.4,24
Moscow,16.2,87,0.0,3.0,65
Kigali,5.8,45,0.03,26.8,128
Basseterre,18.7,74,0.19,27.2,46
Castries,7.9,83,0.06,25.7,14
Kingstown,12.6,73,1.78,27.8,1
Apia,36.0,100,1.19,25.1,39
San Marino,6.8,67,0.0,12.3,29
'S Gravenjansdijk,35.3,87,0.05,10.0,25
Riyadh,12.2,19,0.0,30.2,50
Dakar,33.1,84,0.0,26.0,49
Belgrade,8.6,81,0.0,6.1,25
Victoria,14.0,77,0.1,27.1,1
Freetown,7.2,85,0.01,25.6,11
Singapore,19.8,94,2.02,26.3,1
Bratislava,13.7,100,0.0,3.2,25
Ljubljana,3.6,81,0.04,7.3,20
Honiara,15.8,79,0.04,29.4,2
Mogadishu,23.8,70,0.01,30.3,1
Pretoria,15.5,39,0.0,26.3,137
Seoul,4.0,49,0.0,8.3,31
Juba,34.6,17,0.0,25.7,88
Madrid,4.7,100,0.0,9.1,30
Khartoum,25.2,21,0.0,28.0,61
Paramaribo,10.1,94,0.0,25.0,89
Stockholm,3.6,93,0.0,-1.0,41
Bern,15.5,93,1.4,6.3,23
Damascus,13.0,45,0.01,17.6,31
Dushanbe,13.7,43,0.15,19.4,49
Dodoma,11.9,51,0.0,28.3,58
Bangkok,10.8,52,0.0,32.1,6
Dili,15.1,73,0.02,28.7,56
Ban Lom,7.2,81,0.62,24.6,23
Nuku`Aloia,30.6,100,0.57,25.2,115
Port Of Spain,6.1,94,0.22,26.3,48
Tunis,6.8,83,0.0,18.3,30
Ankara,3.6,81,0.03,9.2,35
Ashgabat,9.0,63,0.0,14.1,37
Kampala,6.8,61,0.0,26.4,63
Kyiv,18.7,51,0.0,5.1,44
Abu Dhabi,3.6,55,0.0,29.1,56
London,13.0,100,1.09,1.1,26
Montevideo,12.2,76,0.0,14.4,24
Tashkent,3.6,32,0.05,20.3,57
Port Vila,25.2,89,0.02,25.3,99
Caracas,3.6,96,0.0,17.7,49
Hanoi,6.8,49,0.0,30.0,47
Sanaa,3.6,23,0.0,20.0,217
Lusaka,12.6,31,0.0,31.3,127
Harare,7.2,32,0.0,28.4,182
Kabul,5.0,23,0.0,15.3,75
Tirana,13.0,64,0.07,18.1,29
Algiers,19.1,64,0.01,20.4,36
Andorra La Vella,7.6,95,0.36,4.7,40
Luanda,5.0,75,0.03,29.2,42
Saint John's,9.0,94,0.5,24.2,49
Buenos Aires,9.4,73,0.0,19.2,40
Yerevan,4.7,71,0.0,12.1,34
Canberra,20.2,77,0.0,17.3,25
Vienna,22.0,75,0.13,5.1,26
Baku,24.8,77,0.0,13.0,33
Nassau,14.4,69,0.0,24.4,64
Manama,12.6,58,0.0,28.0,33
Dhaka,5.8,30,0.0,29.2,43
Bridgetown,15.8,79,0.74,28.1,9
Minsk,31.3,81,0.0,7.3,46
Brussels,24.8,81,0.0,3.1,23
Belmopan,3.6,99,0.0,23.0,60
Sarajevo,24.8,75,0.02,11.2,24
Gaborone,20.2,43,0.0,29.0,121
Bras,4.3,78,0.0,25.0,157
Sofia,4.7,71,0.0,9.0,22
Ouagadougou,19.8,30,0.0,26.1,55
Bujumbura,3.6,66,0.43,27.0,47
Ivory,17.6,29,0.0,32.5,70
Praia,17.6,83,0.0,23.1,77
Phnom Penh,21.6,67,0.0,32.2,2
Ngaoundere,11.9,39,0.0,25.0,115
Ottawa,5.4,93,0.0,3.2,14
Bangui,4.3,61,0.0,29.3,6
N'djamena,25.6,28,0.0,25.3,43
Santiago,3.6,72,0.0,13.1,2
Beijing,5.4,24,0.0,14.3,54
Bogot,5.8,48,0.0,11.5,30
Moroni,10.8,81,0.52,26.5,15
Brazzaville,3.6,71,0.01,28.6,25
San Ignacio,3.6,97,0.01,15.2,53
Zagreb,15.5,72,0.39,15.3,25
Havana,15.8,100,0.0,21.1,62
Nicosia,5.4,60,0.0,20.4,53
Prague,25.6,75,0.0,2.1,26
Kinshasa,3.6,73,0.03,28.3,26
Copenhagen,12.2,87,0.15,2.2,11
Roseau,8.6,80,0.23,26.4,26
Santo Domingo,12.2,100,0.0,21.1,99
Cairo,10.8,44,0.0,23.2,61
San Salvador,3.6,97,0.0,20.6,49
Malabo,3.6,77,0.17,26.9,4
Asmara,9.0,72,0.01,20.9,163
Tallinn,44.6,93,1.48,0.1,30
Mbabane,7.9,70,0.0,26.2,104
Addis Ababa,7.6,58,0.21,18.2,127
Suva,9.7,100,0.45,25.1,82
Helsinki,41.4,100,0.83,0.3,40
Paris,10.1,93,0.0,2.0,32
Libreville,3.6,89,0.01,27.1,4
Banjul,4.7,100,0.0,23.2,116
Tbilisi,8.6,67,0.0,12.0,42
Berlin,18.4,75,0.0,2.4,46
Accra,4.0,79,0.0,28.3,2
Athens,9.4,60,0.0,20.0,29
Saint George's,17.3,94,0.01,26.3,9
Guatemala City,3.6,100,0.06,18.1,12
Conakry,7.9,89,0.0,27.1,24
Bissau,6.1,100,0.0,25.2,112
Georgetown,10.8,100,0.04,24.1,62
Port-Au-Prince,4.3,77,0.0,17.8,29
Vatican City,23.0,73,0.19,19.0,41
Tegucigalpa,4.0,94,0.01,20.1,27
Budapest,16.6,93,3.63,9.3,32
New Delhi,4.0,34,0.0,25.2,77
Jakarta,16.6,63,0.55,32.3,1
Tehran,10.8,39,0.0,17.3,49
Baghdad,8.6,39,0.0,25.3,52
Dublin,12.6,93,0.0,-0.8,2
Jerusalem,5.8,57,0.0,15.6,40
Rome,23.0,73,0.19,19.0,41
Port Royal,5.8,79,0.0,26.1,6
Tokyo,18.0,79,0.46,8.8,41
Amman,9.4,68,0.0,16.2,44
Astana,10.8,70,0.0,3.2,39
Nairobi,13.3,73,0.05,20.0,241
Kuwait City,18.7,52,0.0,25.8,53
Bishkek,11.5,60,0.02,8.8,49
Laos,7.2,58,0.2,31.2,28
Riga,34.9,81,0.09,6.4,46
Beirut,15.5,57,0.17,22.2,56
Maseru,16.6,30,0.0,27.3,118
Monrovia,8.3,84,0.3,27.4,2
Nan,3.6,52,0.01,31.4,17
Vaduz,7.2,93,0.41,-1.8,39
Vilnius,32.0,93,0.23,7.2,51
Luxembourg,19.1,86,0.0,1.3,24
Antananarivo,14.4,32,0.0,27.1,98
Lilongwe,15.8,58,0.0,26.3,150
Kuala Lumpur,3.6,79,1.33,28.1,4
Bamako,7.6,39,0.0,25.1,81
Valletta,18.7,78,0.0,22.1,31
Nouakchott,17.6,28,0.0,25.3,81
Port Louis,27.0,74,0.02,28.2,100
Mexico City,4.0,83,0.0,16.5,5
Palikir,14.4,94,0.01,26.1,1
Chi Chi Khvar,11.5,41,0.01,9.0,37
Monaco,36.7,55,0.0,17.2,33
Ulaanbaatar,3.6,53,0.0,-7.6,13
Podgorica,9.7,100,0.1,13.3,28
Rabat,3.6,100,0.0,16.2,81
Maputo,9.4,66,0.02,27.2,62
Windhoek,10.1,24,0.0,29.2,170
Yaren,20.5,47,0.0,16.0,21
Kathmandu,5.4,43,0.03,21.3,94
Amsterdam,13.3,87,0.75,4.3,33
Managua,6.1,96,0.05,23.1,139
Niamey,22.3,20,0.0,26.2,54
Abuja,17.6,37,0.0,29.1,11
Pyongyang,3.6,61,0.0,9.1,32
Skopje,6.1,66,0.0,10.3,25
Oslo,8.6,64,0.0,-0.7,20
Muscat,6.1,55,0.0,29.4,54
Islamabad,9.0,17,0.0,23.3,50
National,3.6,99,0.0,22.0,148
Panama City,5.0,94,0.05,25.2,17
Port Moresby,10.4,79,1.52,28.4,17
Aurora,9.4,85,0.0,19.7,79
Lima,8.6,86,0.0,16.6,16
Warsaw,19.4,93,0.09,3.4,58
Lisbon,13.7,77,0.0,15.2,39
Doha,3.6,45,0.0,29.1,69
Bucharest,9.7,87,0.0,7.2,24
Moscow,28.1,86,0.0,1.0,65
Kigali,3.6,65,0.09,25.3,128
Basseterre,14.0,84,1.24,26.3,46
Castries,7.2,89,1.26,26.0,14
Kingstown,16.9,74,0.0,28.1,1
Apia,19.1,94,0.0,26.4,39
San Marino,41.8,56,0.01,18.2,29
'S Gravenjansdijk,31.0,93,0.34,3.2,25
Riyadh,3.6,19,0.0,28.2,50
Dakar,8.3,67,0.0,26.4,49
Belgrade,21.2,51,0.0,16.1,25
Victoria,15.1,69,0.0,27.0,1
Freetown,3.6,83,0.0,25.0,11
Singapore,11.2,75,1.32,29.1,1
Bratislava,28.1,75,0.13,6.1,25
Ljubljana,6.8,94,0.7,10.2,20
Honiara,16.9,79,0.05,29.2,2
Mogadishu,20.5,66,0.0,30.1,1
Pretoria,15.1,26,0.0,27.7,137
Seoul,6.8,57,0.0,10.0,31
Juba,36.0,16,0.0,22.8,88
Madrid,12.2,82,0.0,10.3,30
Khartoum,26.3,26,0.0,25.7,61
Paramaribo,9.7,100,0.0,24.3,89
Stockholm,25.6,80,1.55,1.2,41
Bern,14.8,87,0.29,3.1,23
Damascus,4.7,48,0.0,15.2,31
Dushanbe,8.6,72,0.48,14.1,49
Dodoma,13.7,48,0.0,28.1,58
Bangkok,10.1,49,0.0,33.1,6
Dili,8.3,70,0.29,28.5,56
Ban Lom,7.2,65,0.03,25.0,23
Nuku`Aloia,17.3,89,0.02,25.4,115
Port Of Spain,9.0,89,0.92,26.1,48
Tunis,15.1,56,0.0,21.1,30
Ankara,15.8,71,0.0,10.1,35
Ashgabat,3.6,67,0.0,13.1,37
Kampala,3.6,83,0.92,22.2,63
Kyiv,30.6,71,0.0,8.5,44
Abu Dhabi,5.8,55,0.0,26.4,56
London,12.6,93,0.0,-0.7,26
Montevideo,15.8,77,0.0,16.3,24
Tashkent,5.8,87,0.0,10.4,57
Port Vila,25.9,83,0.0,25.0,99
Caracas,3.6,95,0.0,18.0,49
Hanoi,9.0,45,0.0,28.2,47
Sanaa,4.0,24,0.0,19.0,217
Lusaka,17.3,38,0.0,28.7,127
Harare,12.6,22,0.0,26.9,182
Kabul,6.1,28,0.0,15.7,75
Tirana,12.6,94,0.07,11.3,29
Algiers,11.5,68,0.0,17.3,36
Andorra La Vella,3.6,95,0.0,2.3,40
Luanda,6.1,74,0.02,28.3,42
Saint John's,5.4,74,0.02,27.1,49
Buenos Aires,13.7,68,0.0,19.3,40
Yerevan,7.9,66,0.0,11.0,34
Canberra,10.1,46,0.0,21.0,25
Vienna,24.8,60,0.0,4.3,26
Baku,29.5,72,0.0,15.2,33
Nassau,25.6,74,0.0,25.1,64
Manama,9.7,25,0.0,28.3,33
Dhaka,5.8,32,0.0,28.6,43
Bridgetown,15.5,84,0.01,27.0,9
Minsk,19.4,86,0.0,1.3,46
Brussels,11.5,80,0.0,0.4,23
Belmopan,5.8,99,0.28,22.8,60
Sarajevo,3.6,100,0.0,1.2,24
Gaborone,14.8,37,0.0,29.1,121
Bras,4.3,87,0.0,24.0,157
Sofia,19.1,75,0.0,1.3,22
Ouagadougou,18.7,26,0.0,26.3,55
Bujumbura,4.0,66,0.49,27.1,47
Ivory,16.6,30,0.0,32.9,70
Praia,13.7,88,0.0,22.1,77
Phnom Penh,24.1,59,0.0,33.3,2
Ngaoundere,13.0,36,0.0,25.3,115
Ottawa,25.2,100,0.0,5.4,14
Bangui,5.4,47,0.0,29.4,6
N'djamena,20.5,22,0.0,25.3,43
Santiago,3.6,67,0.0,13.0,2
Beijing,13.0,21,0.0,13.1,54
Bogot,38.9,61,0.0,5.2,30
Moroni,8.6,82,1.02,23.5,15
Brazzaville,4.7,89,0.12,25.1,25
San Ignacio,5.8,97,0.0,14.0,53
Zagreb,6.8,69,0.0,3.2,25
Havana,21.6,83,0.0,25.0,62
Nicosia,3.6,56,0.0,20.0,53
Prague,19.4,69,0.0,1.2,26
Kinshasa,4.3,89,0.18,25.1,26
Copenhagen,19.4,80,0.0,0.3,11
Roseau,7.6,79,0.0,26.6,26
Santo Domingo,7.9,100,0.0,21.3,99
Cairo,3.6,44,0.0,23.0,61
San Salvador,4.0,97,0.0,21.0,49
Malabo,9.4,78,0.15,27.1,4
Asmara,8.6,71,0.01,20.7,163
Tallinn,32.4,80,0.1,1.2,30
Mbabane,10.8,65,0.0,26.1,104
Addis Ababa,10.8,46,0.01,20.2,127
Suva,9.7,94,0.65,26.0,82
Helsinki,43.6,93,0.15,1.2,40
Paris,15.5,93,1.01,2.4,32
Libreville,10.8,94,0.96,25.1,4
Banjul,18.4,94,0.0,23.2,116
Tbilisi,4.3,59,0.0,14.1,42
Berlin,19.4,87,0.0,2.4,46
Accra,10.8,89,0.0,27.1,2
Athens,24.1,53,0.0,22.3,29
Saint George's,16.2,79,0.0,27.3,9
Guatemala City,6.1,83,0.0,19.2,12
Conakry,14.0,83,0.0,25.0,24
Bissau,10.4,94,0.0,25.1,112
Georgetown,11.5,100,0.02,24.2,62
Port-Au-Prince,6.5,59,0.0,16.6,29
Vatican City,6.5,87,0.0,8.1,41
Tegucigalpa,6.5,98,0.0,15.7,27
Budapest,19.8,56,0.0,4.4,32
New Delhi,6.8,34,0.0,25.3,77
Jakarta,13.7,63,0.21,31.3,1
Tehran,6.8,44,0.0,15.3,49
Baghdad,9.0,39,0.0,25.3,52
Dublin,12.6,80,0.0,1.4,2
Jerusalem,3.6,51,0.0,16.3,40
Rome,6.5,87,0.0,8.1,41
Port Royal,6.5,79,0.0,26.4,6
Tokyo,6.5,52,0.0,13.9,41
Amman,7.2,49,0.0,18.1,44
Astana,33.8,93,0.19,0.2,39
Nairobi,16.2,94,0.33,17.3,241
Kuwait City,12.6,45,0.0,24.4,53
Bishkek,8.3,65,0.05,9.1,49
Laos,9.0,65,0.46,30.2,28
Riga,22.0,80,0.0,1.1,46
Beirut,20.5,57,0.0,23.4,56
Maseru,18.4,49,0.0,22.9,118
Monrovia,4.0,94,0.01,26.3,2
Nan,5.0,49,0.0,31.4,17
Vaduz,9.4,95,0.0,-9.5,39
Vilnius,19.1,93,0.01,0.3,51
Luxembourg,9.0,86,0.0,-0.8,24
Antananarivo,10.1,35,0.0,28.2,98
Lilongwe,13.0,64,0.0,23.7,150
Kuala Lumpur,3.6,84,1.62,28.3,4
Bamako,6.8,22,0.0,22.7,81
Valletta,38.9,73,0.01,21.2,31
Nouakchott,15.8,28,0.0,24.1,81
Port Louis,22.0,86,0.12,25.8,100
Mexico City,10.1,76,0.0,11.3,5
Palikir,23.0,89,0.0,28.2,1
Chi Chi Khvar,11.2,33,0.0,8.6,37
Monaco,6.8,40,0.0,9.1,33
Ulaanbaatar,7.9,62,0.0,-5.8,13
Podgorica,14.0,53,0.0,9.1,28
Rabat,10.1,100,0.0,15.3,81
Maputo,10.1,55,0.0,29.0,62
Windhoek,18.4,33,0.0,28.0,170
Yaren,38.9,82,0.01,16.2,21
Kathmandu,4.3,46,0.01,20.2,94
Amsterdam,21.2,87,0.0,2.2,33
Managua,4.3,96,0.0,22.7,139
Niamey,20.9,23,0.0,26.1,54
Abuja,8.3,37,0.0,29.4,11
Pyongyang,15.8,64,0.0,9.6,32
Skopje,7.2,70,0.0,5.0,25
Oslo,9.0,54,0.0,-2.7,20
Muscat,9.4,52,0.0,29.0,54
Islamabad,10.1,16,0.0,24.0,50
National,3.6,99,0.08,22.0,148
Panama City,5.0,94,0.06,24.3,17
Port Moresby,10.1,75,1.9,29.0,17
Aurora,5.8,97,0.33,20.2,79
Lima,10.1,84,0.0,17.8,16
Warsaw,20.9,80,0.01,2.2,58
Lisbon,12.6,77,0.03,16.1,39
Doha,3.6,33,0.0,31.1,69
Bucharest,28.1,75,0.04,5.1,24
Moscow,28.8,87,0.75,8.1,65
Kigali,4.3,78,0.18,22.3,128
Basseterre,4.0,83,0.0,25.3,46
Castries,9.7,89,0.0,26.1,14
Kingstown,18.0,78,2.1,27.8,1
Apia,34.6,94,0.11,24.3,39
San Marino,13.7,53,0.0,8.0,29
'S Gravenjansdijk,13.0,80,0.0,2.1,25
Riyadh,19.8,15,0.0,28.2,50
Dakar,15.8,94,0.0,25.2,49
Belgrade,19.1,87,0.07,3.2,25
Victoria,14.4,70,0.0,30.3,1
Freetown,4.7,80,0.0,26.5,11
Singapore,12.2,75,1.41,29.0,1
Bratislava,25.2,56,0.0,4.1,25
Ljubljana,3.6,71,0.0,2.4,20
Honiara,6.8,79,0.21,29.0,2
Mogadishu,13.3,70,0.0,30.3,1
Pretoria,11.2,37,0.0,26.3,137
Seoul,16.6,58,0.0,13.1,31
Juba,35.3,17,0.0,22.0,88
Madrid,21.2,87,0.0,10.1,30
Khartoum,24.5,28,0.0,25.9,61
Paramaribo,8.6,95,0.0,24.1,89
Stockholm,32.4,80,0.14,-3.0,41
Bern,5.8,93,0.0,-1.7,23
Damascus,9.0,63,0.0,15.4,31
Dushanbe,6.5,82,0.04,12.2,49
Dodoma,13.3,58,0.0,26.0,58
Bangkok,8.6,55,0.0,31.2,6
Dili,6.8,67,0.22,28.6,56
Ban Lom,7.2,55,0.0,25.5,23
Nuku`Aloia,19.1,94,0.53,25.3,115
Port Of Spain,8.6,89,0.0,26.0,48
Tunis,22.3,83,0.01,18.2,30
Ankara,31.0,62,0.0,12.1,35
Ashgabat,15.1,63,0.01,14.2,37
Kampala,4.3,82,0.59,21.9,63
Kyiv,18.4,99,1.49,0.9,44
Abu Dhabi,6.5,55,0.0,28.3,56
London,5.8,93,0.05,0.2,26
Montevideo,15.5,88,0.0,14.2,24
Tashkent,7.6,77,0.02,12.1,57
Port Vila,30.6,83,0.0,25.0,99
Caracas,3.6,93,0.0,17.0,49
Hanoi,6.8,48,0.0,27.3,47
Sanaa,5.4,29,0.0,19.2,217
Lusaka,14.4,33,0.0,29.7,127
Harare,5.0,25,0.0,29.2,182
Kabul,3.6,27,0.0,14.4,75
Tirana,19.1,72,0.23,15.0,29
Algiers,23.0,64,0.0,18.2,36
Andorra La Vella,13.0,88,0.05,-0.9,40
Luanda,6.5,84,0.1,26.1,42
Saint John's,8.6,94,0.41,24.2,49
Buenos Aires,9.0,78,0.0,19.2,40
Yerevan,5.4,51,0.0,14.1,34
Canberra,6.8,41,0.0,22.5,25
Vienna,21.6,69,0.0,2.1,26
Baku,19.8,52,0.0,18.2,33
Nassau,30.2,73,0.0,22.3,64
Manama,19.4,66,0.0,28.2,33
Dhaka,9.0,31,0.0,28.8,43
Bridgetown,18.0,79,0.03,28.2,9
Minsk,24.8,80,0.0,-0.7,46
Brussels,25.6,80,0.01,2.2,23
Belmopan,3.6,91,0.03,20.4,60
Sarajevo,25.6,96,1.08,7.5,24
Gaborone,14.0,31,0.01,29.3,121
Bras,3.6,68,0.0,26.7,157
Sofia,4.7,60,0.0,3.4,22
Ouagadougou,14.4,30,0.0,26.2,55
Bujumbura,5.0,83,0.38,22.5,47
Ivory,12.2,30,0.0,33.6,70
Praia,17.6,44,0.0,23.1,77
Phnom Penh,24.1,67,0.0,32.4,2
Ngaoundere,7.6,26,0.0,24.7,115
Ottawa,21.2,100,0.0,5.3,14
Bangui,3.6,44,0.0,29.2,6
N'djamena,17.3,23,0.0,26.2,43
Santiago,3.6,67,0.0,12.1,2
Beijing,5.4,32,0.0,12.3,54
Bogot,7.9,48,0.0,6.3,30
Moroni,10.4,80,1.26,26.9,15
Brazzaville,4.3,79,0.44,27.2,25
San Ignacio,6.5,96,0.0,14.1,53
Zagreb,16.6,93,1.7,2.1,25
Havana,27.4,64,0.0,21.3,62
Nicosia,5.4,65,0.29,22.0,53
Prague,24.1,74,0.0,0.4,26
Kinshasa,4.7,80,0.52,27.0,26
Copenhagen,6.8,80,0.0,-0.7,11
Roseau,9.4,74,0.02,27.8,26
Santo Domingo,3.6,94,0.0,22.2,99
Cairo,14.4,34,0.0,24.1,61
San Salvador,7.6,89,0.0,17.8,49
Malabo,7.6,79,0.2,30.1,4
Asmara,7.9,76,0.04,21.4,163
Tallinn,23.4,80,0.25,-2.0,30
Mbabane,9.4,65,0.0,26.2,104
Addis Ababa,12.6,60,0.09,19.3,127
Suva,16.6,89,0.27,26.0,82
Helsinki,25.6,72,0.17,-0.0,40
Paris,17.3,93,0.01,2.2,32
Libreville,9.7,89,0.01,27.2,4
Banjul,10.4,43,0.0,25.8,116
Tbilisi,11.2,42,0.0,16.1,42
Berlin,11.2,86,0.1,1.3,46
Accra,10.4,84,0.0,28.2,2
Athens,8.3,56,0.0,19.3,29
Saint George's,16.9,84,0.03,28.4,9
Guatemala City,8.6,82,0.02,15.2,12
Conakry,6.1,94,0.0,26.2,24
Bissau,10.4,94,0.0,24.3,112
Georgetown,10.1,94,0.0,24.3,62
Port-Au-Prince,4.7,87,0.0,18.8,29
Vatican City,33.8,72,0.02,17.0,41
Tegucigalpa,9.7,96,0.0,13.0,27
Budapest,10.1,93,0.01,1.0,32
New Delhi,4.3,36,0.0,25.1,77
Jakarta,11.5,71,0.99,31.0,1
Tehran,10.1,33,0.0,15.3,49
Baghdad,14.0,39,0.0,24.2,52
Dublin,25.6,86,0.06,0.1,2
Jerusalem,16.2,40,0.0,18.1,40
Rome,33.8,72,0.02,17.0,41
Port Royal,5.4,95,0.0,24.0,6
Tokyo,9.7,54,0.0,16.2,41
Amman,18.7,45,0.0,17.2,44
Astana,5.4,86,0.0,-2.6,39
Nairobi,11.9,61,0.01,22.1,241
Kuwait City,20.5,22,0.0,27.3,53
Bishkek,5.8,78,0.0,5.2,49
Laos,5.4,74,0.71,29.0,28
Riga,23.0,86,0.06,0.1,46
Beirut,5.4,38,0.0,23.4,56
Maseru,18.7,39,0.0,25.8,118
Monrovia,4.3,94,0.0,27.0,2
Nan,5.4,49,0.01,30.0,17
Vaduz,3.6,98,0.08,-10.2,39
Vilnius,22.0,86,0.0,-0.9,51
Luxembourg,23.4,93,0.0,-0.8,24
Antananarivo,3.6,40,0.0,29.2,98
Lilongwe,12.2,51,0.0,28.3,150
Kuala Lumpur,3.6,84,0.03,28.2,4
Bamako,6.8,21,0.0,22.0,81
Valletta,32.4,69,0.0,22.0,31
Nouakchott,13.0,30,0.0,23.7,81
Port Louis,22.3,94,0.02,27.1,100
Mexico City,7.6,86,0.0,11.2,5
Palikir,23.4,84,0.0,28.0,1
Chi Chi Khvar,3.6,38,0.0,7.5,37
Monaco,6.8,41,0.0,12.3,33
Ulaanbaatar,5.8,65,0.0,-7.9,13
Podgorica,26.3,94,5.51,15.3,28
Rabat,15.5,82,0.0,16.3,81
Maputo,11.9,66,0.0,28.1,62
Windhoek,5.0,42,0.0,27.3,170
Yaren,19.1,67,0.0,18.0,21
Kathmandu,4.0,60,0.54,16.7,94
Amsterdam,26.3,75,0.2,5.0,33
Managua,7.2,91,0.45,21.8,139
Niamey,19.4,31,0.0,24.2,54
Abuja,5.4,58,0.0,27.2,11
Pyongyang,21.2,31,0.0,5.8,32
Skopje,7.6,70,0.0,7.3,25
Oslo,5.4,57,0.0,-7.6,20
Muscat,5.0,52,0.0,29.0,54
Islamabad,9.7,17,0.0,23.8,50
National,3.6,99,2.11,21.9,148
Panama City,3.6,100,1.45,24.3,17
Port Moresby,15.5,75,0.4,29.2,17
Aurora,9.4,96,0.0,20.8,79
Lima,13.0,85,0.0,18.0,16
Warsaw,8.6,93,0.15,0.1,58
Lisbon,15.8,88,0.01,16.0,39
Doha,17.6,49,0.0,30.1,69
Bucharest,13.0,46,0.0,6.0,24
Moscow,25.9,80,0.01,0.2,65
Kigali,3.6,69,1.04,24.2,128
Basseterre,6.1,89,0.51,25.2,46
Castries,9.4,81,0.0,26.6,14
Kingstown,18.4,73,0.02,28.6,1
Apia,31.0,89,1.26,27.1,39
San Marino,27.7,71,0.02,9.4,29
'S Gravenjansdijk,29.2,93,0.2,2.3,25
Riyadh,15.1,16,0.0,27.1,50
Dakar,16.6,84,0.0,26.1,49
Belgrade,15.1,71,3.3,9.4,25
Victoria,13.7,72,0.0,27.2,1
Freetown,3.6,77,0.0,26.8,11
Singapore,8.3,94,1.38,25.1,1
Bratislava,28.1,75,0.0,3.1,25
Ljubljana,3.6,93,0.62,1.3,20
Honiara,4.0,84,0.13,28.3,2
Mogadishu,18.0,70,0.0,30.2,1
Pretoria,12.6,37,0.0,26.0,137
Seoul,11.5,36,0.0,8.3,31
Juba,30.2,17,0.0,23.5,88
Madrid,20.5,94,0.04,11.2,30
Khartoum,26.3,18,0.0,27.2,61
Paramaribo,9.7,100,0.0,23.0,89
